"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2003","2003","AUD","Australian Dollar","0","Units",,,1287068000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2004","2004","AUD","Australian Dollar","0","Units",,,1507890000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2005","2005","AUD","Australian Dollar","0","Units",,,2232907000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2006","2006","AUD","Australian Dollar","0","Units",,,2230528000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2007","2007","AUD","Australian Dollar","0","Units",,,2681552000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2008","2008","AUD","Australian Dollar","0","Units",,,3030746000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2009","2009","AUD","Australian Dollar","0","Units",,,3389797000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2010","2010","AUD","Australian Dollar","0","Units",,,4663151000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2011","2011","AUD","Australian Dollar","0","Units",,,6153708000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2012","2012","AUD","Australian Dollar","0","Units",,,7637541000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2013","2013","AUD","Australian Dollar","0","Units",,,7615574000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2014","2014","AUD","Australian Dollar","0","Units",,,6699783000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2015","2015","AUD","Australian Dollar","0","Units",,,5241062000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2016","2016","AUD","Australian Dollar","0","Units",,,3779957000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2017","2017","AUD","Australian Dollar","0","Units",,,4489593000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2018","2018","AUD","Australian Dollar","0","Units",,,7310829000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2019","2019","AUD","Australian Dollar","0","Units",,,7946858000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2020","2020","AUD","Australian Dollar","0","Units",,,8598420000,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","NAT","National currency","2021","2021","AUD","Australian Dollar","0","Units",,,10627192000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","AUD","Australian Dollar","0","Units",,,6335012000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","AUD","Australian Dollar","0","Units",,,5597779000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","AUD","Australian Dollar","0","Units",,,5505984000,"B","Break"
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","AUD","Australian Dollar","0","Units",,,6635921000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","AUD","Australian Dollar","0","Units",,,7894863000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","AUD","Australian Dollar","0","Units",,,9842268000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","AUD","Australian Dollar","0","Units",,,11161978000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","AUD","Australian Dollar","0","Units",,,12783100000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","AUD","Australian Dollar","0","Units",,,13778302000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","AUD","Australian Dollar","0","Units",,,17510168000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","AUD","Australian Dollar","0","Units",,,15621130000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","AUD","Australian Dollar","0","Units",,,17505755000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","AUD","Australian Dollar","0","Units",,,19427252000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","AUD","Australian Dollar","0","Units",,,19237602000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","AUD","Australian Dollar","0","Units",,,16173969000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","AUD","Australian Dollar","0","Units",,,15224729000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","AUD","Australian Dollar","0","Units",,,16128043000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","AUD","Australian Dollar","0","Units",,,18639734000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","AUD","Australian Dollar","0","Units",,,22688863000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","AUD","Australian Dollar","0","Units",,,21444653000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","AUD","Australian Dollar","0","Units",,,20982160000,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","AUD","Australian Dollar","0","Units",,,20918536000,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,4470282675.5312,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,3584130717.0216,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,3674063218.9905,"B","Break"
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,4548331615.9143,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,5565659399.6885,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,7419717667.7047,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,8034629432.3178,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,9452732827.3017,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,9643767398.204,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,11732905296.77,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,14048871860.189,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,17550853379.543,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,21802182248.788,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,19528474748.342,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,15540299979.822,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,13860002790.179,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,13382584758.723,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,15725667170.474,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,18992267535.424,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,18252864633.306,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,17864190127.299,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,20036895747.03,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,484898031.59489,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,351215942.74546,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,499921309.18457,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,738864092.356,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,892547337.16778,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,1372033077.6359,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,1338171206.9727,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,1639092468.3282,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,1738814087.9268,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,1902977692.8466,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,3229693518.0356,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,4564889188.2509,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,6152460165.2999,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,5538285100.9179,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,4551795333.7831,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,3549392932.9924,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,2540968200.564,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,3052481606.9611,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,4628354860.2345,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,4935197898.948,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,5192724742.8676,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,6750072091.7795,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,3985384643.9363,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,3232914774.2761,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,3174141909.8059,"B","Break"
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,3809467523.5583,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,4673112062.5208,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,6047684590.0688,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,6696458225.3451,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,7813640358.9735,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,7904953310.2772,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,9829927603.9234,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,10819178342.154,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,12985964191.292,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,15649722083.488,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,13990189647.424,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,10988504646.039,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,10310609857.186,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,10841616558.159,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,12673185563.513,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,14363912675.19,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,13317666734.358,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,12671465384.432,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,13286823655.25,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2000","2000","EUR","Euro","0","Units",,,8239425662.8413,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2001","2001","EUR","Euro","0","Units",,,7074490767.5869,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2002","2002","EUR","Euro","0","Units",,,6866405619.0441,"B","Break"
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2003","2003","EUR","Euro","0","Units",,,8204386052.0265,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2004","2004","EUR","Euro","0","Units",,,9350120123.6187,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2005","2005","EUR","Euro","0","Units",,,11332498584.695,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2006","2006","EUR","Euro","0","Units",,,11969353335.574,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2007","2007","EUR","Euro","0","Units",,,13107422072.925,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2008","2008","EUR","Euro","0","Units",,,13391156998.963,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2009","2009","EUR","Euro","0","Units",,,16424951257.629,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2010","2010","EUR","Euro","0","Units",,,15472297314.456,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2011","2011","EUR","Euro","0","Units",,,17180466084.925,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2012","2012","EUR","Euro","0","Units",,,18979456425.274,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2013","2013","EUR","Euro","0","Units",,,18387241705.5,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2014","2014","EUR","Euro","0","Units",,,15552328160.918,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,13860002790.179,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,13460310906.814,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,15107271554.515,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,18824414346.558,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,18300356345.168,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2020","2020","EUR","Euro","0","Units",,,18355132280.092,,
"AUS","Australia","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2021","2021","EUR","Euro","0","Units",,,19193269346.413,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2000","2000","EUR","Euro","0","Units",,,893742426.45839,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2001","2001","EUR","Euro","0","Units",,,693243115.4316,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2002","2002","EUR","Euro","0","Units",,,934295977.46769,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2003","2003","EUR","Euro","0","Units",,,1332780185.2571,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2004","2004","EUR","Euro","0","Units",,,1499449430.7362,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2005","2005","EUR","Euro","0","Units",,,2095573390.6345,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2006","2006","EUR","Euro","0","Units",,,1993501272.7932,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2007","2007","EUR","Euro","0","Units",,,2272811174.4446,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2008","2008","EUR","Euro","0","Units",,,2414485074.3468,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2009","2009","EUR","Euro","0","Units",,,2663987738.6521,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2010","2010","EUR","Euro","0","Units",,,3556924630.1707,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2011","2011","EUR","Euro","0","Units",,,4468553305.311,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2012","2012","EUR","Euro","0","Units",,,5355901913.0775,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2013","2013","EUR","Euro","0","Units",,,5214630845.3094,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2014","2014","EUR","Euro","0","Units",,,4555318420.1236,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,3549392932.9924,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,2555726162.0649,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,2932445921.1567,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,4587449574.9101,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,4948038677.7136,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2020","2020","EUR","Euro","0","Units",,,5335430762.3376,,
"AUS","Australia","I-INV-RL","Rail infrastructure investment","EUR_CONST","Constant Euro","2021","2021","EUR","Euro","0","Units",,,6465869434.1131,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2000","2000","EUR","Euro","0","Units",,,7345683236.3829,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2001","2001","EUR","Euro","0","Units",,,6381247652.1553,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2002","2002","EUR","Euro","0","Units",,,5932109641.5764,"B","Break"
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2003","2003","EUR","Euro","0","Units",,,6871605866.7694,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2004","2004","EUR","Euro","0","Units",,,7850670692.8824,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2005","2005","EUR","Euro","0","Units",,,9236925194.0601,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2006","2006","EUR","Euro","0","Units",,,9975852062.7808,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2007","2007","EUR","Euro","0","Units",,,10834610898.481,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2008","2008","EUR","Euro","0","Units",,,10976671924.616,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2009","2009","EUR","Euro","0","Units",,,13760963518.977,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2010","2010","EUR","Euro","0","Units",,,11915372684.285,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2011","2011","EUR","Euro","0","Units",,,12711912779.614,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2012","2012","EUR","Euro","0","Units",,,13623554512.197,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2013","2013","EUR","Euro","0","Units",,,13172610860.191,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2014","2014","EUR","Euro","0","Units",,,10997009740.794,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,10310609857.186,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,10904584744.749,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,12174825633.358,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,14236964771.648,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,13352317667.454,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2020","2020","EUR","Euro","0","Units",,,13019701517.754,,
"AUS","Australia","I-INV-RD","Road infrastructure investment","EUR_CONST","Constant Euro","2021","2021","EUR","Euro","0","Units",,,12727399912.3,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,1674000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,1711000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,1724000000,"B","Break"
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,1798000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,2067000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,2024000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,2298000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,2379000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,2561000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,2732000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,2337000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,2448000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,2018000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,2022000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,2030000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,2006000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,1969000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,2070000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,2148000000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,2303500000,,
"AUT","Austria","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,2553700000,,
