"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"NLD","Netherlands","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2021","2021",0.47909535845573,,
"NLD","Netherlands","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2022","2022",0.46884470451204,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2007","2007",1.1214163808706,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2008","2008",1.0963522822065,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2009","2009",1.0463197873089,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2010","2010",1.0232400368173,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2011","2011",1.0245431433569,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2012","2012",0.9808204849559,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2013","2013",1.0118531095531,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2014","2014",0.94777272008059,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2015","2015",0.94926763541118,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2016","2016",0.93422527962814,"B","Break"
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2017","2017",0.8660220962413,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2018","2018",0.84598871398726,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2019","2019",0.83132358713557,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2020","2020",0.70125415503648,,
"NLD","Netherlands","IND-ENE-FUEL-VEH","Motor fuel deliveries in tonnes per road motor vehicle","2021","2021",0.69531450730676,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2000","2000",222.11758605721,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2001","2001",224.63759885719,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2002","2002",202.05389510063,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2003","2003",156.82644307925,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2004","2004",131.43181161577,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2005","2005",117.92820680597,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2006","2006",122.66525313057,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2007","2007",100.64691028998,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2008","2008",104.33896805849,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2009","2009",112.20877999417,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2010","2010",92.863297392956,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2011","2011",81.058351623712,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2012","2012",76.839956113564,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2013","2013",71.728854756528,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2014","2014",68.635795367628,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2015","2015",80.846622057747,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2016","2016",77.812507795247,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2017","2017",75.842582004665,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2018","2018",75.597241301457,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2019","2019",75.936346627501,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2020","2020",65.012148142524,,
"NZL","New Zealand","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2021","2021",57.333125683714,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2000","2000",3.1347520543329,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2001","2001",3.1323107846927,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2002","2002",3.1993129036343,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2003","2003",3.2676219209376,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2004","2004",3.2941208562691,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2005","2005",3.2726945499407,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2006","2006",3.2696862304641,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2007","2007",3.2690693214641,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2008","2008",3.260840415043,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2009","2009",3.1653830242179,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2010","2010",3.1273362907118,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2011","2011",3.1116377737226,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2012","2012",3.0715528232118,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2013","2013",3.0826658562392,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2014","2014",3.0592963577992,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2015","2015",3.1231637523322,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2016","2016",3.1170287011307,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2017","2017",3.254478976234,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2018","2018",3.2685893564053,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2019","2019",3.2498045870823,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2020","2020",2.7149459746179,,
"NZL","New Zealand","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2021","2021",2.8664510701569,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2000","2000",41.81918581367,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2001","2001",39.113467307121,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2002","2002",40.782630213592,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2003","2003",40.049437870275,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2004","2004",41.636022141611,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2005","2005",40.210118725283,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2006","2006",40.575437925136,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2007","2007",42.431899172584,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2008","2008",41.576303999887,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2009","2009",44.723867563352,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2010","2010",44.773325959578,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2011","2011",46.014797951974,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2012","2012",43.113877859607,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2013","2013",43.960088564096,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2014","2014",44.279475405978,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2015","2015",45.849785288804,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2016","2016",48.193494816144,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2017","2017",48.526406764634,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2018","2018",50.375335672057,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2019","2019",48.803836885902,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2020","2020",45.203351852501,,
"NZL","New Zealand","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2021","2021",47.252545880022,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2000","2000",85.182180369312,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2001","2001",85.836012904062,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2002","2002",87.01994310384,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2003","2003",86.450609668383,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2004","2004",86.721705815027,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2005","2005",87.128124549116,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2006","2006",87.661793544067,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2007","2007",89.084635999912,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2008","2008",89.049480336529,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2009","2009",89.498880895947,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2010","2010",89.834097965751,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2011","2011",89.176867217636,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2012","2012",90.33580625644,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2013","2013",90.637776581753,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2014","2014",90.439949535771,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2015","2015",90.043596407341,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2016","2016",90.641088853704,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2017","2017",90.996664062261,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2018","2018",90.639527947505,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2019","2019",90.892694445304,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2020","2020",92.165970144761,,
"NZL","New Zealand","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2021","2021",85.592657664587,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2000","2000",9.6223472006336,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2001","2001",9.8093514632579,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2002","2002",8.7584732919179,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2003","2003",9.3749342198603,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2004","2004",9.4454551929379,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2005","2005",8.7425138546907,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2006","2006",8.8310111531451,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2007","2007",7.1607366655091,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2008","2008",7.7366029570654,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2009","2009",7.1439244247369,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2010","2010",7.2444334167126,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2011","2011",7.6688350626254,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2012","2012",6.3869822341864,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2013","2013",5.5953805854014,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2014","2014",5.8676318519839,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2015","2015",5.8970217306845,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2016","2016",6.2961613204315,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2017","2017",6.3524272042978,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2018","2018",6.7490304218697,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2019","2019",6.3014281744126,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2020","2020",5.0992219900724,,
"NZL","New Zealand","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2021","2021",5.6185620415767,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2000","2000",2.0099590397135,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2001","2001",1.58417998554,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2002","2002",1.2744125523343,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2003","2003",1.2713605449259,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2004","2004",1.2894142090897,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2005","2005",1.1432928632081,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2006","2006",1.1304800520438,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2007","2007",1.143063443052,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2008","2008",1.1135357849608,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2009","2009",1.1820658169606,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2010","2010",1.0440168683139,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2011","2011",1.0181711288121,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2012","2012",1.0957618596319,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2013","2013",1.0604001457625,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2014","2014",1.0280581346068,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2015","2015",1.0305912560865,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2016","2016",0.9882002737855,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2017","2017",0.70525145285004,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2018","2018",0.72915247044131,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2019","2019",0.74180725840805,,
"NZL","New Zealand","IND-ENE-RAIL","Share of CO2 emissions from rail in total CO2 emissions from transport","2020","2020",0.74300172407081,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2000","2000",2.6404399127453,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2001","2001",2.6615198140023,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2002","2002",2.9202201182786,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2003","2003",2.653214196553,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2004","2004",2.3089998456977,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2005","2005",2.9766175450443,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2006","2006",2.9154984185094,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2007","2007",3.0836898135748,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2008","2008",3.3661667892308,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2009","2009",3.6101693328992,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2010","2010",3.550304639625,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2011","2011",3.702490112908,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2012","2012",3.1184733745284,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2013","2013",3.1441801569053,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2014","2014",2.9668821870805,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2015","2015",3.4399526848693,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2016","2016",3.1789076923738,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2017","2017",2.8738908350997,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2018","2018",3.1476720552407,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2019","2019",3.1724160187332,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2020","2020",1.8241757544434,,
"NZL","New Zealand","IND-ENE-MAR","Share of CO2 emissions from international maritime bunkers in total CO2 emissions","2021","2021",1.0931674694972,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2000","2000",6.2606915215722,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2001","2001",6.2967274603723,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2002","2002",6.2966993073322,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2003","2003",6.1295874067311,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2004","2004",6.9362885991606,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2005","2005",6.6196344618962,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2006","2006",6.5011249167352,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2007","2007",7.0691841889084,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2008","2008",6.9330535904174,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2009","2009",7.240714898737,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2010","2010",7.6641283349354,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2011","2011",7.9313731720635,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2012","2012",7.8519110601008,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2013","2013",8.3348921948917,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2014","2014",8.0653161512638,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2015","2015",8.0156850804781,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2016","2016",10.946881130889,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2017","2017",11.442606608645,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2018","2018",12.237728589416,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2019","2019",11.724175267534,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2020","2020",5.1763291829164,,
"NZL","New Zealand","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2021","2021",2.9758383279109,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2001","2001",61.017895092418,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2002","2002",55.024437534824,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2003","2003",42.68171507076,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2004","2004",45.165071201722,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2005","2005",40.819449050725,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2006","2006",42.357134881109,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2007","2007",35.23470446804,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2008","2008",35.68196975437,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2009","2009",38.146139237721,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2010","2010",31.736814326193,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2011","2011",28.106018521544,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2012","2012",26.729977217749,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2013","2013",25.195570118903,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2014","2014",24.340146426554,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2015","2015",28.135876674238,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2016","2016",27.219048479195,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2017","2017",25.978394603073,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2018","2018",25.688258564063,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2019","2019",25.852684906646,,
"NZL","New Zealand","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2020","2020",24.086208351759,,
