"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",0.44300404457547,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",0.37134050321897,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",0.36867984909891,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",0.36879838974627,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",0.33153530274364,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",0.31231257139725,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",0.23216979376659,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",0.29959526693611,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",0.24527985892936,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",0.26172847301247,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",0.19115580359985,,
"LTU","Lithuania","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",0.20207985823058,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",0.01694246065781,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",0.01594626755555,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",0.01700775039794,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",0.01670521381718,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",0.01617559740767,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",0.01619031646613,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",0.01513193215158,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",0.01416887689325,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",0.00627846873076,,
"LUX","Luxembourg","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",0.00513210766841,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",5.0069485805043,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",5.4665714709092,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",5.903369509971,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",5.3955824118606,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",5.5435107220565,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",9.5663410201068,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",9.1877263487043,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",8.1610610040596,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",6.437706751795,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",6.3619268203253,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",6.4971036189046,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",5.9585963492568,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",6.7765474558603,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",5.846356172174,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",7.3665048205625,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",9.8582456895392,,
"MLT","Malta","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",11.19180364968,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",3.7305779803082,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",3.0640601109129,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",2.1937590774502,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",2.1513670248463,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",1.9339081567219,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",1.9850096455788,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",1.9131957282954,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",1.8340816457775,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",1.8284613119354,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",1.3613385145667,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",1.4673201539877,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",1.6758415201284,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",1.6209562009263,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",1.4248849615289,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",1.5462204125495,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",1.6226134924329,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",1.7448471587553,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",1.3776987363894,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",1.3429055249538,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",1.4261528464379,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",1.2356655359772,,
"MEX","Mexico","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",1.1075834357496,,
"MDA","Moldova","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",0.17655932740584,,
"MDA","Moldova","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",0.16193088586415,,
"MDA","Moldova","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",0.15417844113029,,
"MDA","Moldova","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",0.15324348362827,,
"MDA","Moldova","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",0.06010434610189,,
"MDA","Moldova","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",0.0728941185177,,
"MDA","Moldova","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",0.03128408527516,,
"MDA","Moldova","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",0.01411189794275,,
"MNE","Montenegro, Republic of","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",6.1157273862315,,
"MNE","Montenegro, Republic of","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",0.47212320727897,,
"MNE","Montenegro, Republic of","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",3.0168143104668,,
"MNE","Montenegro, Republic of","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",3.7636738657614,,
"MNE","Montenegro, Republic of","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",1.9318186484456,,
"MNE","Montenegro, Republic of","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",1.6822964625108,,
"MNE","Montenegro, Republic of","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",1.4251720309421,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",2.3306992318887,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",2.3986510634199,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2002","2002",2.4295595017639,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2003","2003",2.2509321813379,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2004","2004",2.2435265227427,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2005","2005",2.4208910594666,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2006","2006",2.4764136816068,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2007","2007",2.7376632812175,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2008","2008",2.7727594142646,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2009","2009",2.94499180234,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2010","2010",3.2442982280339,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2011","2011",3.2725988398604,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2012","2012",3.1489492201029,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2013","2013",3.4333816840477,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2014","2014",3.3437559385975,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2015","2015",3.5900278760229,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2016","2016",3.3102668203553,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2017","2017",3.1119354244009,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2018","2018",3.0983712547569,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2019","2019",2.8756771727962,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2020","2020",2.5679667505448,,
"NLD","Netherlands","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2021","2021",2.87978950875,,
"NZL","New Zealand","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2000","2000",3.1331439610225,,
"NZL","New Zealand","IND-ENE-NAVI","Share of CO2 emissions from navigation in total CO2 emissions from transport","2001","2001",2.7183533400269,,
